Borough,Contributing Factor 1,Contributing Factor 2,Cross Street Name,Hour of the Day,Date,Latitude,Location,Longitude,# Persons Injured,# Persons Killed,# Records,Street Name,Time,Vehicle Type 1,Vehicle Type 2,Zip Code
Unspecified,Unspecified,Unspecified,,7,9/6/2016,40.6084399,"(40.6084399, -74.1275085)",-74.1275085,0,0,1,,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,EAST 51 STREET,7,9/6/2016,,,,1,0,1,BEVERLEY ROAD,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11203
BRONX,Unspecified,Unspecified,,8,9/6/2016,,,,0,0,1,,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10461
BRONX,Unspecified,Unspecified,,8,9/6/2016,,,,0,0,1,,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10462
BRONX,Unspecified,Unspecified,WEBB AVENUE,8,9/6/2016,,,,0,0,1,SEDGWICK AVENUE,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10468
BROOKLYN,Unspecified,Unspecified,hicks street,8,9/6/2016,,,,0,0,1,old fulton street,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,,11201
MANHATTAN,Backing Unsafely,Unspecified,2 AVENUE,6,3/7/2017,40.782314,"(40.782314, -73.94851)",-73.94851,0,0,1,EAST 93 STREET,12/30/1899 6:15:00 AM,,,10128
Unspecified,Unspecified,,,6,3/7/2017,40.876583,"(40.876583, -73.90266)",-73.90266,0,0,1,ALBANY CRESCENT,12/30/1899 6:15:00 AM,PASSENGER VEHICLE,,
Unspecified,Driver Inattention/Distraction,Unspecified,,6,3/7/2017,,,,0,0,1,PENNSYLVANIA AVENUE,12/30/1899 6:30:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
Unspecified,Following Too Closely,Unspecified,62 ROAD,6,3/7/2017,,,,0,0,1,QUEENS BOULEVARD,12/30/1899 6:30:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Turning Improperly,Unspecified,WILLIAMSBURG STREET EAST,6,3/7/2017,,,,0,0,1,KENT AVENUE,12/30/1899 6:35:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11249
Unspecified,Driver Inattention/Distraction,Unspecified,WOOD ROAD,6,3/7/2017,40.83742,"(40.83742, -73.860535)",-73.860535,0,0,1,METROPOLITAN OVAL,12/30/1899 6:40:00 AM,PASSENGER VEHICLE,,
QUEENS,Unspecified,Unspecified,135 PLACE,6,3/7/2017,40.671196,"(40.671196, -73.802666)",-73.802666,0,0,1,130 AVENUE,12/30/1899 6:45:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11420
MANHATTAN,Backing Unsafely,Unspecified,WEST 165 STREET,9,2/8/2017,40.84103,"(40.84103, -73.94463)",-73.94463,0,0,1,RIVERSIDE DRIVE,12/30/1899 9:05:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10032
QUEENS,Driver Inattention/Distraction,Unspecified,146 TERRACE,9,2/8/2017,40.661,"(40.661, -73.768074)",-73.768074,0,0,1,BREWER BOULEVARD,12/30/1899 9:05:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11434
Unspecified,Driver Inattention/Distraction,Unspecified,,9,2/8/2017,40.738415,"(40.738415, -73.84899)",-73.84899,0,0,1,,12/30/1899 9:10:00 AM,TAXI,,
Unspecified,Driver Inattention/Distraction,Unspecified,,0,2/7/2017,,,,1,0,1,GOULDEN AVENUE,12/30/1899 12:00:00 AM,BICYCLE,,
QUEENS,Unspecified,Unspecified,30 AVENUE,0,2/7/2017,40.76151,"(40.76151, -73.88361)",-73.88361,0,0,1,85 STREET,12/30/1899 12:40:00 AM,SPORT UTILITY / STATION WAGON,TAXI,11370
BROOKLYN,Unspecified,,73 STREET,17,1/13/2017,40.6328366,"(40.6328366, -74.0272301)",-74.0272301,0,0,1,3 AVENUE,12/30/1899 5:06:00 PM,PASSENGER VEHICLE,,11209
BROOKLYN,Unspecified,Unspecified,89 STREET,8,9/6/2016,,,,0,0,1,NARROWS AVENUE,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11209
MANHATTAN,Unspecified,Unspecified,,8,9/6/2016,,,,0,0,1,,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10034
BROOKLYN,Unspecified,Unspecified,,9,9/6/2016,,,,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11235
MANHATTAN,Unspecified,Unspecified,WEST 150 STREET,9,9/6/2016,,,,0,0,1,EDGECOMBE AVENUE,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,,10031
Unspecified,Unspecified,,,9,9/6/2016,40.7158232,"(40.7158232, -73.80798)",-73.80798,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,9,9/6/2016,40.7324007,"(40.7324007, -73.7656001)",-73.7656001,0,0,1,,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,150 STREET,11,9/5/2016,,,,0,0,1,NASSAU EXPRESSWAY,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,11,9/5/2016,40.7545534,"(40.7545534, -73.7431647)",-73.7431647,1,0,1,,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,SMALL COM VEH(4 TIRES),
BROOKLYN,Alcohol Involvement,Unspecified,,12,9/5/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11209
BROOKLYN,Unspecified,Unspecified,15 AVENUE,12,9/5/2016,,,,0,0,1,59 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,,11219
BRONX,Unspecified,Unspecified,BROOK AVENUE,14,9/5/2016,,,,1,0,1,MAJOR DEEGAN EXPRESSWAY,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10454
BRONX,Unspecified,Unspecified,GOULDEN AVENUE,14,9/5/2016,,,,1,0,1,SEDGWICK AVENUE,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10468
Unspecified,Unspecified,Unspecified,57 AVENUE,15,9/5/2016,,,,0,0,1,57th Ave,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,15,9/5/2016,,,,0,0,1,CANAL STREET,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,16,9/5/2016,40.7554843,"(40.7554843, -73.7417243)",-73.7417243,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,EAST 175 STREET,16,9/5/2016,,,,1,0,1,CLAY AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10457
Unspecified,Unspecified,Unspecified,,17,9/5/2016,40.707478,"(40.707478, -74.00044)",-74.00044,0,0,1,,12/30/1899 5:30:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,BROOK AVENUE,19,9/5/2016,,,,0,0,1,EAST 134 STREET,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10454
BRONX,Unspecified,,,19,9/5/2016,,,,0,0,1,,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,,10457
Unspecified,Unspecified,Unspecified,211 STREET,19,9/5/2016,,,,0,0,1,NORTHERN BOULEVARD,12/30/1899 7:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,Unspecified,34 AVENUE,1,9/5/2016,,,,0,0,1,87 STREET,12/30/1899 1:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11372
MANHATTAN,Unspecified,Unspecified,CENTRAL PARK WEST,20,9/5/2016,,,,0,0,1,WEST 96 STREET,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10025
Unspecified,Unspecified,Unspecified,,20,9/5/2016,,,,1,0,1,MILLER AVENUE,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,20,9/5/2016,40.7170219,"(40.7170219, -73.830499)",-73.830499,1,0,1,,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,PACIFIC STREET,20,9/5/2016,,,,3,0,1,FLATBUSH AVENUE,12/30/1899 8:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11217
Unspecified,Unspecified,Unspecified,,21,9/5/2016,,,,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,21,9/5/2016,40.8201469,"(40.8201469, -73.890643)",-73.890643,0,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,Unspecified,,21,9/5/2016,40.7471163,"(40.7471163, -73.9689359)",-73.9689359,3,0,1,,12/30/1899 9:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,Unspecified,,22,9/5/2016,,,,0,0,1,,12/30/1899 10:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11411
Unspecified,Unsafe Lane Changing,Unsafe Lane Changing,,6,3/7/2017,40.848682,"(40.848682, -73.939224)",-73.939224,0,0,1,WEST 178 STREET,12/30/1899 6:45:00 AM,SPORT UTILITY / STATION WAGON,,
QUEENS,Backing Unsafely,Unspecified,,6,3/7/2017,40.747944,"(40.747944, -73.86202)",-73.86202,0,0,1,,12/30/1899 6:50:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11368
Unspecified,Following Too Closely,Unspecified,,6,3/7/2017,40.717514,"(40.717514, -73.797585)",-73.797585,0,0,1,,12/30/1899 6:50:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,,6,3/7/2017,40.89613,"(40.89613, -73.85159)",-73.85159,0,0,1,,12/30/1899 6:52:00 AM,PASSENGER VEHICLE,,10466
BRONX,Driver Inattention/Distraction,Unspecified,EAST 172 STREET,6,3/7/2017,40.83269,"(40.83269, -73.86847)",-73.86847,0,0,1,COMMONWLTH AVENUE,12/30/1899 6:56:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10472
BROOKLYN,Unspecified,,,7,3/7/2017,40.663193,"(40.663193, -73.92656)",-73.92656,0,0,1,,12/30/1899 7:00:00 AM,PASSENGER VEHICLE,,11212
QUEENS,Unspecified,,41 AVENUE,7,3/7/2017,40.749714,"(40.749714, -73.93617)",-73.93617,0,0,1,NORTHERN BOULEVARD,12/30/1899 7:00:00 AM,PASSENGER VEHICLE,,11101
BROOKLYN,Unspecified,Unspecified,EAST 98 STREET,11,2/7/2017,40.644867,"(40.644867, -73.900505)",-73.900505,0,0,1,CONKLIN AVENUE,12/30/1899 11:26:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,11236
BRONX,Unspecified,Unspecified,HOLLAND AVENUE,2,9/5/2016,,,,0,0,1,ARNOW AVENUE,12/30/1899 2:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10467
MANHATTAN,Unspecified,Unspecified,2 AVENUE,2,9/5/2016,,,,0,0,1,EAST 31 STREET,12/30/1899 2:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10016
BROOKLYN,Unspecified,,MANHATTAN AVENUE,8,9/3/2015,40.7281344,"(40.7281344, -73.9532731)",-73.9532731,0,0,1,CALYER STREET,12/30/1899 8:00:00 AM,PASSENGER VEHICLE,UNKNOWN,11222
BROOKLYN,Unspecified,Unspecified,63 STREET,18,8/23/2015,40.6150052,"(40.6150052, -73.9802186)",-73.9802186,0,0,1,BAY PARKWAY,12/30/1899 6:50:00 PM,PASSENGER VEHICLE,UNKNOWN,11204
Unspecified,Unspecified,Unspecified,6 AVENUE,16,7/25/2012,,,,0,0,1,65 STREET,12/30/1899 4:30:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Unspecified,Unspecified,1 AVENUE,2,9/5/2016,,,,0,0,1,EAST 38 STREET,12/30/1899 2:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10016
BROOKLYN,Alcohol Involvement,Unspecified,CHURCH AVENUE,7,9/5/2016,40.6497882,"(40.6497882, -73.962186)",-73.962186,0,0,1,SAINT PAULS PLACE,12/30/1899 7:09:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11226
MANHATTAN,Unspecified,Unspecified,1 AVENUE,7,9/5/2016,,,,0,0,1,EAST 110 STREET,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10029
MANHATTAN,Unspecified,Unspecified,MADISON AVENUE,7,9/5/2016,,,,0,0,1,EAST 79 STREET,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10075
MANHATTAN,Unspecified,Unspecified,2 AVENUE,7,9/5/2016,,,,0,0,1,EAST 87 STREET,12/30/1899 7:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10128
Unspecified,Driver Inattention/Distraction,Unspecified,VANDAM STREET,7,3/7/2017,,,,0,0,1,QUEENS BOULEVARD,12/30/1899 7:00:00 AM,PASSENGER VEHICLE,,
Unspecified,View Obstructed/Limited,Unspecified,,7,3/7/2017,40.60465,"(40.60465, -74.13497)",-74.13497,0,0,1,,12/30/1899 7:10:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
BRONX,Driver Inattention/Distraction,Unspecified,TIFFANY STREET,7,3/7/2017,40.81636,"(40.81636, -73.891815)",-73.891815,0,0,1,LAFAYETTE AVENUE,12/30/1899 7:15:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10474
BRONX,Driver Inattention/Distraction,Driver Inattention/Distraction,ARNOW AVENUE,7,3/7/2017,,,,0,0,1,ELY AVENUE,12/30/1899 7:16:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10469
BROOKLYN,Driver Inattention/Distraction,Unspecified,BOYLAND STREET,7,3/7/2017,40.674908,"(40.674908, -73.91386)",-73.91386,0,0,1,DEAN STREET,12/30/1899 7:30:00 AM,SPORT UTILITY / STATION WAGON,,11233
MANHATTAN,Driver Inattention/Distraction,Unspecified,4 AVENUE,7,3/7/2017,40.732758,"(40.732758, -73.990036)",-73.990036,0,0,1,EAST 12 STREET,12/30/1899 7:30:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10003
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,CHAMBERS STREET,7,3/7/2017,40.717186,"(40.717186, -74.0129)",-74.0129,0,0,1,WEST STREET,12/30/1899 7:30:00 AM,TAXI,PASSENGER VEHICLE,10007
BROOKLYN,Unspecified,,,7,3/7/2017,40.696827,"(40.696827, -73.95628)",-73.95628,0,0,1,,12/30/1899 7:40:00 AM,SPORT UTILITY / STATION WAGON,,11205
Unspecified,Pavement Slippery,Unspecified,,7,3/7/2017,40.678738,"(40.678738, -73.89887)",-73.89887,0,0,1,BUSHWICK AVENUE,12/30/1899 7:40:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
Unspecified,Oversized Vehicle,Unspecified,HUDSON STREET,12,2/7/2017,40.723698,"(40.723698, -74.00792)",-74.00792,0,0,1,CANAL STREET,12/30/1899 12:30:00 PM,PASSENGER VEHICLE,,
Unspecified,Unspecified,Unspecified,,8,9/5/2016,,,,0,0,1,BROOKLYN AVENUE,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,Unspecified,BARRY STREET,8,9/5/2016,,,,1,0,1,TIFFANY STREET,12/30/1899 8:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10474
BROOKLYN,Unspecified,Unspecified,MESEROLE AVENUE,9,9/5/2016,,,,0,0,1,MANHATTAN AVENUE,12/30/1899 9:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11222
BRONX,Unspecified,Unspecified,BRONX RIVER AVENUE,0,9/4/2016,,,,0,0,1,WATSON AVENUE,12/30/1899 12:09:00 AM,MOTORCYCLE,PASSENGER VEHICLE,10472
Unspecified,Unspecified,Unspecified,,10,9/4/2016,,,,2,0,1,WHITE PLAINS ROAD,12/30/1899 10:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unspecified,,,10,9/4/2016,40.78915,"(40.78915, -73.787895)",-73.787895,0,0,1,,12/30/1899 10:20:00 AM,PASSENGER VEHICLE,,
MANHATTAN,Passing or Lane Usage Improper,Unspecified,,7,3/7/2017,40.73993,"(40.73993, -73.97943)",-73.97943,0,0,1,,12/30/1899 7:45:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10016
MANHATTAN,,,9 AVENUE,7,3/7/2017,40.76286,"(40.76286, -73.98941)",-73.98941,0,0,1,WEST 49 STREET,12/30/1899 7:45:00 AM,,,10019
MANHATTAN,Driver Inattention/Distraction,Unspecified,EAST 65 STREET,7,3/7/2017,40.76531,"(40.76531, -73.96385)",-73.96385,0,0,1,3 AVENUE,12/30/1899 7:45:00 AM,PICK-UP TRUCK,PASSENGER VEHICLE,10065
QUEENS,Backing Unsafely,Unspecified,51 AVENUE,7,3/7/2017,40.735897,"(40.735897, -73.89232)",-73.89232,0,0,1,72 STREET,12/30/1899 7:45:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11377
QUEENS,Driver Inattention/Distraction,Pavement Slippery,111 AVENUE,7,3/7/2017,40.680008,"(40.680008, -73.82305)",-73.82305,0,0,1,117 STREET,12/30/1899 7:45:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11420
Unspecified,Following Too Closely,Unspecified,,7,3/7/2017,40.72956,"(40.72956, -73.87145)",-73.87145,0,0,1,WOODHAVEN BOULEVARD,12/30/1899 7:45:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Pavement Slippery,Unspecified,,7,3/7/2017,40.600014,"(40.600014, -73.94567)",-73.94567,0,0,1,AVENUE U,12/30/1899 7:48:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
BRONX,Unspecified,Unspecified,WEST 259 STREET,7,3/7/2017,40.906567,"(40.906567, -73.90217)",-73.90217,0,0,1,LIEBIG AVENUE,12/30/1899 7:50:00 AM,SPORT UTILITY / STATION WAGON,,10471
BROOKLYN,Driver Inattention/Distraction,Unspecified,EAST 5 STREET,13,2/7/2017,40.61181,"(40.61181, -73.969536)",-73.969536,0,0,1,AVENUE O,12/30/1899 1:12:00 PM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11230
Unspecified,Unspecified,Unspecified,,11,9/4/2016,40.769062,"(40.769062, -73.88156)",-73.88156,0,0,1,,12/30/1899 11:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BRONX,Unspecified,,LONGFELLOW AVENUE,11,9/4/2016,,,,0,0,1,WHITLOCK AVENUE,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,,10459
BRONX,Unspecified,Unspecified,CROSBY AVENUE,11,9/4/2016,,,,0,0,1,BRUCKNER BOULEVARD,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10461
BRONX,Unspecified,Unspecified,,11,9/4/2016,,,,0,0,1,,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10468
BROOKLYN,Unspecified,Unspecified,CONSELYEA STREET,11,9/4/2016,,,,0,0,1,UNION AVENUE,12/30/1899 11:09:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,11211
MANHATTAN,Unspecified,Unspecified,MADISON AVENUE,12,9/4/2016,,,,0,0,1,EAST 39 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10016
MANHATTAN,Unspecified,Unspecified,CENTRAL PARK WEST,12,9/4/2016,,,,0,0,1,WEST 107 STREET,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10025
QUEENS,Unspecified,Unspecified,,12,9/4/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11370
Unspecified,Driver Inattention/Distraction,Unspecified,,7,3/7/2017,40.837177,"(40.837177, -73.90799)",-73.90799,0,0,1,CLAY AVENUE,12/30/1899 7:50:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,
BRONX,Unspecified,Unspecified,,8,3/7/2017,40.820065,"(40.820065, -73.821014)",-73.821014,0,0,1,,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,10465
BROOKLYN,Driverless/Runaway Vehicle,Unspecified,FLUSHING AVENUE,8,3/7/2017,40.70317,"(40.70317, -73.9327)",-73.9327,0,0,1,BOGART STREET,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,,11206
BROOKLYN,Turning Improperly,Turning Improperly,OCEAN AVENUE,8,3/7/2017,40.65217,"(40.65217, -73.96141)",-73.96141,0,0,1,CATON AVENUE,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,,11226
BROOKLYN,Driver Inattention/Distraction,,,8,3/7/2017,40.605324,"(40.605324, -73.95574)",-73.95574,0,0,1,,12/30/1899 8:00:00 AM,PASSENGER VEHICLE,,11229
BROOKLYN,Pavement Slippery,Unspecified,VANDALIA AVENUE,8,3/7/2017,40.649193,"(40.649193, -73.88768)",-73.88768,0,0,1,LOUISIANA AVENUE,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,SPORT UTILITY / STATION WAGON,11239
MANHATTAN,Driver Inattention/Distraction,Driver Inattention/Distraction,11 AVENUE,8,3/7/2017,40.763996,"(40.763996, -73.99601)",-73.99601,0,0,1,WEST 47 STREET,12/30/1899 8:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,10036
Unspecified,Following Too Closely,Unspecified,MACOMBS ROAD,8,3/7/2017,,,,0,0,1,FEATHERBED LANE,12/30/1899 8:00:00 AM,PASSENGER VEHICLE,PASSENGER VEHICLE,
Unspecified,Unsafe Lane Changing,Unspecified,MAIN STREET,8,3/7/2017,,,,0,0,1,HORACE HARDING EXPRESSWAY,12/30/1899 8:00:00 AM,PASSENGER VEHICLE,,
Unspecified,Following Too Closely,Unspecified,,8,3/7/2017,40.683094,"(40.683094, -73.80576)",-73.80576,0,0,1,,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,
Unspecified,Driver Inattention/Distraction,Unspecified,,8,3/7/2017,40.73448,"(40.73448, -73.92243)",-73.92243,0,0,1,,12/30/1899 8:00:00 AM,SPORT UTILITY / STATION WAGON,,
MANHATTAN,Unspecified,Unspecified,,8,3/7/2017,40.800884,"(40.800884, -73.952965)",-73.952965,0,0,1,,12/30/1899 8:02:00 AM,PASSENGER VEHICLE,,10026
QUEENS,Unspecified,Unspecified,,12,9/4/2016,,,,0,0,1,,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11432
Unspecified,Unspecified,Unspecified,,12,9/4/2016,,,,0,0,1,HUNTER AVENUE,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
QUEENS,Unspecified,Unspecified,FRANCIS LEWIS BOULEVARD,12,9/4/2016,,,,1,0,1,SOUTH CONDUIT AVENUE,12/30/1899 12:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11422
STATEN ISLAND,Unspecified,Unspecified,MIDLAND AVENUE,13,9/4/2016,,,,0,0,1,HYLAN BOULEVARD,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10306
Unspecified,Unspecified,Unspecified,,13,9/4/2016,,,,0,0,1,81 STREET,12/30/1899 1:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
BROOKLYN,Unspecified,Unspecified,BEDFORD AVENUE,14,9/4/2016,,,,0,0,1,AVENUE D,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11226
Unspecified,Unspecified,Unspecified,west 79 st amsterdam ave,14,9/4/2016,,,,0,0,1,amsterdam ave,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,
MANHATTAN,Unspecified,Unspecified,EAST 106 STREET,14,9/4/2016,,,,3,0,1,5 AVENUE,12/30/1899 2:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10029
BRONX,Unspecified,Unspecified,LONGWOOD AVENUE,15,9/4/2016,,,,0,0,1,BRUCKNER BOULEVARD,12/30/1899 3:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10455
MANHATTAN,Unspecified,Unspecified,,16,9/4/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10002
MANHATTAN,Unspecified,Unspecified,BAXTER STREET,16,9/4/2016,,,,0,0,1,BAYARD STREET,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10013
MANHATTAN,Unspecified,Unspecified,EAST 88 STREET,16,9/4/2016,,,,0,0,1,PARK AVENUE,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,10128
QUEENS,Unspecified,Unspecified,,16,9/4/2016,,,,0,0,1,,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11357
Unspecified,Unspecified,,,16,9/4/2016,,,,0,0,1,WEST 149 STREET,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,,
BROOKLYN,Unspecified,Unspecified,ATLANTIC AVENUE,16,9/4/2016,,,,1,0,1,EASTERN PARKWAY,12/30/1899 4:09:00 PM,PASSENGER VEHICLE,PASSENGER VEHICLE,11233
Unspecified,Driver Inattention/Distraction,Unspecified,WILLOWBROOK ROAD,8,3/7/2017,40.608562,"(40.608562, -74.1472)",-74.1472,0,0,1,NORTH GANNON AVENUE,12/30/1899 8:10:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,
Unspecified,Passing or Lane Usage Improper,Unspecified,,8,3/7/2017,40.817387,"(40.817387, -73.92277)",-73.92277,1,0,1,EAST 149 STREET,12/30/1899 8:10:00 AM,PASSENGER VEHICLE,,
BRONX,Following Too Closely,Driver Inattention/Distraction,,8,3/7/2017,40.844696,"(40.844696, -73.82966)",-73.82966,0,0,1,,12/30/1899 8:20:00 AM,SPORT UTILITY / STATION WAGON,PASSENGER VEHICLE,10461
BRONX,Passing or Lane Usage Improper,Unspecified,STORY AVENUE,8,3/7/2017,40.82256,"(40.82256, -73.87101)",-73.87101,0,0,1,METCALF AVENUE,12/30/1899 8:20:00 AM,PASSENGER VEHICLE,SPORT UTILITY / STATION WAGON,10473
BROOKLYN,Following Too Closely,Unspecified,67 STREET,8,3/7/2017,40.616688,"(40.616688, -73.98928)",-73.98928,0,0,1,19 AVENUE,12/30/1899 8:20:00 AM,SPORT UTILITY / STATION WAGON,,11204
